asset_id,part_category,assigned_split,object_group_id,local_path,provider,source_dataset,dataset_url,source_relative_path,source_original_split,source_title,description_url,author,credit,license_short_name,license_url,source_sha256,sha256,dhash,modifications
dataset_v2_air_filter_001,air_filter,train,dataset_v2_object_air_filter_001,data/images/dataset_v2/air_filter/dataset_v2_air_filter_001.jpg,Wikimedia Commons,Wikimedia Commons search: air_filter,https://commons.wikimedia.org/,File:NewOne - Air filtration paper 002.jpg,unspecified,File:NewOne - Air filtration paper 002.jpg,https://commons.wikimedia.org/wiki/File:NewOne_-_Air_filtration_paper_002.jpg,Newone,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2c9beec4f92b17a61c69d4ffe5b68f7add4aa652eeaf404bebef1cf8b11183b7,0fbc09fa56eef549c24bcc1777fe98f6a9ac4c3e43f14710058dde665a721141,bff5f1d6c7e6e6e7,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_brake_disc_002,brake_disc,train,dataset_v2_object_brake_disc_002,data/images/dataset_v2/brake_disc/dataset_v2_brake_disc_002.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/BRAKE ROTOR/004.jpg,train,004.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,00d76c351a26e20977d9db98c333876dbbc23ce2c4e8fed721ec86e185340a12,554f4f7838fd50b7ff58b068acba4812903640f8ed1115ceb994d535a051bdf9,0e0f1333179e7137,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_brake_disc_003,brake_disc,train,dataset_v2_object_brake_disc_003,data/images/dataset_v2/brake_disc/dataset_v2_brake_disc_003.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/BRAKE ROTOR/070.jpg,train,070.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,021bb50f02b57ad1b406f139f5a7b2489091e366cb3ce2c6e129e08bc347e6ba,fc7b96c3f310de72134e4a0ff874370009312a60af8cbe06a2d0e37b3d52b33a,c08888990b028c61,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_brake_disc_004,brake_disc,train,dataset_v2_object_brake_disc_004,data/images/dataset_v2/brake_disc/dataset_v2_brake_disc_004.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/BRAKE ROTOR/002.jpg,train,002.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,033b4f330162502356e67c9e1d270c246f264b8a7796de23c07decd5447ce45f,560b2085be5a867c77bd1bf0c21bc6cc7341744226a98ddedbe4bf67a6813fb6,f09c961216968cad,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_brake_disc_005,brake_disc,train,dataset_v2_object_brake_disc_005,data/images/dataset_v2/brake_disc/dataset_v2_brake_disc_005.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/BRAKE ROTOR/142.jpg,train,142.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,038ca0b0db70e4f1613639082d61435dcb6474dc0558cd580b8eb35e9cc13dfd,045942b55c47b1544bc0501761828ed948efcb90c4b7b9ca8d065d189c685896,0713133123050f0f,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_brake_pad_001,brake_pad,train,dataset_v2_object_brake_pad_001,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_001.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/BRAKE PAD/096.jpg,train,096.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,02295bf80d9b06beb4bc97ed7f22ccfb2101b89f972b3f8919c317973de366c4,5c09739707bc417ad697c10db3d7b73817d5ffbe3a44812861ffb4eee1d55b7d,0f1f1b37374e1313,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_brake_pad_002,brake_pad,train,dataset_v2_object_brake_pad_002,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_002.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/BRAKE PAD/106.jpg,train,106.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,02a135af79c81da9dade5fe64ed3f6a1f1f75e8aebd8850e79784112a35358ea,b27ec1c978ad1c34a965fda37e0a9a820dd92052b7dd81163da17c803fe585ff,0e0f2b69e8690f33,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_brake_pad_003,brake_pad,train,dataset_v2_object_brake_pad_003,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_003.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/BRAKE PAD/141.jpg,train,141.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,02ec43b4c96fe78e84e16a52c683dbb323a1af991c4abd78882a977f011fd9c7,478cac12150ac552d7e60f6496f774e94d6083a1e956672106cd303373e781bb,f7efcfcfec6d2f0f,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_brake_pad_004,brake_pad,train,dataset_v2_object_brake_pad_004,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_004.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/BRAKE PAD/003.jpg,train,003.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,036f30cc4efbb9a3223f94848c13922eaef60f96d813d06cd579e8cf6d5e7bc3,f7fdb9aa1d817e73cc9b5fc74029c2bb2a8d828dda23b5b34f6cae546871ab4e,12193b3f33470e1c,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_brake_pad_005,brake_pad,train,dataset_v2_object_brake_pad_005,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_005.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/BRAKE PAD/157.jpg,train,157.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,03f68e90ae55ebc724488b2c1982367bc943f62ae1fbe837cff8dec64c01b405,32676b100428dc8ba71f2c75bfbcfa88d4bfe5978d9230e104969aaea391cdb5,0f0f13054c4d1333,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_coil_spring_001,coil_spring,train,dataset_v2_object_coil_spring_001,data/images/dataset_v2/coil_spring/dataset_v2_coil_spring_001.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/COIL SPRING/118.jpg,train,118.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,01b45a06054e1cd56fcea9950f2de1440eb0771a579b32fd5907fbee5503bd17,8f697a0c1d7c57aba9538eefc29b4c231b141a55b3e431bd4ab4e50c5ce9a495,1707272b1b3b3935,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_coil_spring_002,coil_spring,train,dataset_v2_object_coil_spring_002,data/images/dataset_v2/coil_spring/dataset_v2_coil_spring_002.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/COIL SPRING/031.jpg,train,031.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,045f0a0c10e742298cd83a0356ea04d8d392b535615c3f2cd7f4d84e98de8847,20b64b7e063686316adc328e301f909e64a7d672694fc13140fa3b0152dd13b7,fcfeeeeecc96ffff,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_coil_spring_003,coil_spring,train,dataset_v2_object_coil_spring_003,data/images/dataset_v2/coil_spring/dataset_v2_coil_spring_003.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/COIL SPRING/076.jpg,train,076.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,05844896ff07f76c9bfbbc93668494125392eec3b0e655f0cc8da5c7c75593b7,7e53ee09cc583f6a1030f5b505cb22beb199d9a463cfbba5329c14960d7df7a5,0f0b0b0b0b030303,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_coil_spring_004,coil_spring,train,dataset_v2_object_coil_spring_004,data/images/dataset_v2/coil_spring/dataset_v2_coil_spring_004.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/COIL SPRING/011.jpg,train,011.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,05d0ef29e06dafed2cd3c94e45e771719a969dd4c0d66f4cb8fe1d4d8ce87d5f,eef679eb525200884d461b69134da8b5963e9a0e035e3afc52c223bdb3805629,612141465c0f1b13,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_coil_spring_005,coil_spring,train,dataset_v2_object_coil_spring_005,data/images/dataset_v2/coil_spring/dataset_v2_coil_spring_005.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/COIL SPRING/016.jpg,train,016.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,07068ef904fc9317f5e373accdb5dab049832dede719791cc4546cc997695270,86985c83b4ec565067a084d21f84d97b36eb5cb0a6af6a2386a6c233c47e3f11,76dcf1f0ecbccccc,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_headlight_001,headlight,train,dataset_v2_object_headlight_001,data/images/dataset_v2/headlight/dataset_v2_headlight_001.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/HEADLIGHTS/090.jpg,train,090.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,000baab9c64f2c30987d75b589768425a3c6319283cbc13fd5768787aded0439,79ff4c01bbe46b1de2eeffc4ec6bfa572984814d7880686c86d8159e444d757f,3970f9f6b0b89024,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_headlight_002,headlight,train,dataset_v2_object_headlight_002,data/images/dataset_v2/headlight/dataset_v2_headlight_002.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/HEADLIGHTS/153.jpg,train,153.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,0109b2b3af512dd21e73293316937140b5b3049a65195399c4e6842a7fe4d049,d61ad56847313c5149e08b87ab6adcb32addf4eec820ffb5d622f3831d214a54,3771f0f0f0f0f0f1,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_headlight_003,headlight,train,dataset_v2_object_headlight_003,data/images/dataset_v2/headlight/dataset_v2_headlight_003.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/HEADLIGHTS/012.jpg,train,012.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,02d9fe48c5f9d3ad3b922087dd5b35151ff98ffcb99a4bc86b2bc5880e38b628,fa7504fca8bd7361aa47f3f3831ccc7b199a8c481d7db643cba1288581456a69,0e0e1e0c0c599e9c,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_headlight_004,headlight,train,dataset_v2_object_headlight_004,data/images/dataset_v2/headlight/dataset_v2_headlight_004.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/HEADLIGHTS/097.jpg,train,097.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,05069dfa75ed52324449a0098d564547cdcfe22cdf2de9087b6ebf6013c9fc20,2a1f4d97dabb9d9242b82ccd147d2b1db63cf2a175d20780be82d5b736962ce9,e090e0c8ccd9dad9,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_headlight_005,headlight,train,dataset_v2_object_headlight_005,data/images/dataset_v2/headlight/dataset_v2_headlight_005.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/HEADLIGHTS/055.jpg,train,055.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,053da18a58c86fa1483f2b9349c695a63a1e166c7cfd40e9a8f52fe8651dcd5d,d95b6b31cbdb4ea17e4723b839445d5b608b829e827122a6d086280ef5834ab6,74ececcea6a4e8e0,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_oil_filter_001,oil_filter,train,dataset_v2_object_oil_filter_001,data/images/dataset_v2/oil_filter/dataset_v2_oil_filter_001.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/OIL FILTER/004.jpg,train,004.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,0122d5645fb4dbd208c7836d015559715ce9294de0eb401922aad1ad92227862,0127222b61b29a6535d4c49c44e109e7c6c655ac4d9a568bf43866acda4125c7,0561e1b133130303,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_oil_filter_002,oil_filter,train,dataset_v2_object_oil_filter_002,data/images/dataset_v2/oil_filter/dataset_v2_oil_filter_002.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/OIL FILTER/074.jpg,train,074.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,029b9e76b637c7ccf54b01d4c7460e1286386f8fcfd7c520aeb970c563ecc2af,3b05477a0c460987ed16af5eaeb8d93c50070fefc2691da848f05deaa93aaf9f,070319118f27260e,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_oil_filter_003,oil_filter,train,dataset_v2_object_oil_filter_003,data/images/dataset_v2/oil_filter/dataset_v2_oil_filter_003.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/OIL FILTER/010.jpg,train,010.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,0b75e0ca4f8a3b9b6dc615d912233e765f8f35bf73d6b2e7b6b7af188a49b79a,0675d4b3ddc2efca15ab18eb079829bde1bc9273c1b0e4aa62646f3f60b87585,3c1fc7f399090303,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
dataset_v2_oil_filter_004,oil_filter,train,dataset_v2_object_oil_filter_004,data/images/dataset_v2/oil_filter/dataset_v2_oil_filter_004.jpg,Kaggle,gpiosenka/car-parts-40-classes,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,car parts/train/OIL FILTER/132.jpg,train,132.jpg,https://www.kaggle.com/datasets/gpiosenka/car-parts-40-classes,Gpiosenka dataset contributor,50 Types of Car Parts dataset on Kaggle,Apache-2.0,https://www.apache.org/licenses/LICENSE-2.0,0f18f6caa28c8d4d8a41faff48eaa524e7460946b14d3bf61c00778b6581482d,aa6660e9f5af7f12da05a9a7d07a1bc1d2a2d3332568ce7f52974ed03983961f,81c098e1c1f3c3d3,EXIF orientation applied; RGB conversion; center crop and resize to 224x224; JPEG quality 92.
